transaction_id;date;trans_date;week;year;meal_name;article_description;label_content;condit;card_num;gender;member;age;price_article;total_amount_pay;pay_description;shop_description;tot_ubp;buffet_animal
2327518;2017-10-04;2017-10-04T11:36:00Z;40;2017;Kalbsbratwurst Nudeln;World;Fleisch;Basis;972099;M;Studierende;27;7;7;Badge (Debit);Vista Mensa;4755.079731851136;NA
2315663;2017-10-02;2017-10-02T11:16:54Z;40;2017;Schweins-Geschnetzeltes;Favorite;Fleisch;Basis;1618243;M;Studierende;24;7;7;Badge (Debit);Grüental Mensa;4501.677699269621;NA
2322048;2017-10-03;2017-10-03T11:42:16Z;40;2017;Chickeria;Favorite;Fleisch;Basis;1066947;F;Studierende;27;7;7;Badge (Debit);Grüental Mensa;4785.5684223208855;NA
2316206;2017-10-02;2017-10-02T11:38:00Z;40;2017;Gebratene ASC-Lachs-Tranche;Kitchen;Fleisch;Basis;924291;F;Studierende;24;12;12;Badge (Debit);Grüental Mensa;6631.3988861698;NA
2327718;2017-10-04;2017-10-04T11:42:41Z;40;2017;Kalbsbratwurst Nudeln;World;Fleisch;Basis;785999;M;Studierende;25;7;7;Badge (Debit);Vista Mensa;4755.079731851136;NA
2322038;2017-10-03;2017-10-03T11:42:04Z;40;2017;Panna E Pancetta;World;Fleisch;Basis;1184643;M;Studierende;24;7;7;Badge (Debit);Grüental Mensa;3461.9003510770394;NA
2332295;2017-10-05;2017-10-05T11:27:20Z;40;2017;Kalbs-Geschnetzeltes Zürcher Art;Kitchen;Fleisch;Basis;1555523;M;Studierende;28;12;12;Badge (Debit);Vista Mensa;7792.316825932042;NA
2321347;2017-10-03;2017-10-03T11:18:16Z;40;2017;Chickeria;Favorite;Fleisch;Basis;1014851;M;Studierende;22;7;7;Badge (Debit);Vista Mensa;4785.5684223208855;NA
2332361;2017-10-05;2017-10-05T11:32:41Z;40;2017;Auflauf mit Penne;Local Favorite;Fleisch;Basis;786020;F;Mitarbeitende;30;8;8;Badge (Debit);Grüental Mensa;NA;NA
2317752;2017-10-02;2017-10-02T12:39:03Z;40;2017;Gebratene ASC-Lachs-Tranche;Kitchen;Fleisch;Basis;1432387;M;Mitarbeitende;32;13;13;Badge (Debit);Grüental Mensa;6631.3988861698;NA
2327082;2017-10-04;2017-10-04T11:16:43Z;40;2017;Schweins Cordon Bleu Broccoli;Kitchen;Fleisch;Basis;1586120;M;Mitarbeitende;48;13;13;Badge (Debit);Vista Mensa;4885.087719672601;NA
2327123;2017-10-04;2017-10-04T11:20:09Z;40;2017;Kalbsbratwurst Nudeln;World;Fleisch;Basis;1372227;F;Studierende;25;7;7;Badge (Debit);Vista Mensa;4755.079731851136;NA
2316275;2017-10-02;2017-10-02T11:39:39Z;40;2017;Schweins-Geschnetzeltes;Favorite;Fleisch;Basis;1183875;M;Studierende;21;7;7;Badge (Debit);Vista Mensa;4501.677699269621;NA
2321646;2017-10-03;2017-10-03T11:32:20Z;40;2017;Chickeria;Favorite;Fleisch;Basis;1490499;M;Studierende;23;7;7;Badge (Debit);Vista Mensa;4785.5684223208855;NA
2332356;2017-10-05;2017-10-05T11:32:18Z;40;2017;Auflauf mit Penne;Local Favorite;Fleisch;Basis;970425;M;Mitarbeitende;29;8;8;Badge (Debit);Grüental Mensa;NA;NA
2327630;2017-10-04;2017-10-04T11:40:19Z;40;2017;Kalbsbratwurst Nudeln;World;Fleisch;Basis;804355;M;Studierende;32;7;15;Badge (Debit);Vista Mensa;4755.079731851136;NA
2315725;2017-10-02;2017-10-02T11:21:45Z;40;2017;Schweins-Geschnetzeltes;Favorite;Fleisch;Basis;1069507;M;Studierende;21;7;7;Badge (Debit);Vista Mensa;4501.677699269621;NA
2322317;2017-10-03;2017-10-03T11:47:56Z;40;2017;Panna E Pancetta;World;Fleisch;Basis;774211;F;Mitarbeitende;47;7;7;Badge (Debit);Grüental Mensa;3461.9003510770394;NA
2328896;2017-10-04;2017-10-04T12:34:37Z;40;2017;Schweins Cordon Bleu Broccoli;Kitchen;Fleisch;Basis;1171011;M;Studierende;25;12;13;Badge (Debit);Grüental Mensa;4885.087719672601;NA
2322741;2017-10-03;2017-10-03T12:01:17Z;40;2017;Chickeria;Favorite;Fleisch;Basis;1628739;M;Studierende;19;7;7;Badge (Debit);Vista Mensa;4785.5684223208855;NA
2321410;2017-10-03;2017-10-03T11:22:24Z;40;2017;Chickeria;Favorite;Fleisch;Basis;787100;F;Studierende;29;8;8;Badge (Debit);Vista Mensa;4785.5684223208855;NA
2333047;2017-10-05;2017-10-05T11:55:54Z;40;2017;Bauern-Braten;Favorite;Fleisch;Basis;1264835;M;Studierende;20;7;7;Badge (Debit);Grüental Mensa;4587.029286216372;NA
2327386;2017-10-04;2017-10-04T11:31:59Z;40;2017;Kalbsbratwurst Nudeln;World;Fleisch;Basis;1038915;M;Studierende;23;7;7;Badge (Debit);Vista Mensa;4755.079731851136;NA
2337175;2017-10-06;2017-10-06T11:16:38Z;40;2017;Gebratenes ASC-Tilapiafilet;World;Fleisch;Basis;1537603;M;Studierende;25;7;7;Badge (Debit);Vista Mensa;3247.3269736910693;NA
2317060;2017-10-02;2017-10-02T12:03:34Z;40;2017;Schweins-Geschnetzeltes;Favorite;Fleisch;Basis;970358;M;Studierende;24;7;7;Badge (Debit);Grüental Mensa;4501.677699269621;NA
2327125;2017-10-04;2017-10-04T11:20:18Z;40;2017;Pouletschenkel;Local Favorite;Fleisch;Basis;1615299;M;Mitarbeitende;37;8;8;Badge (Debit);Vista Mensa;NA;NA
2337656;2017-10-06;2017-10-06T11:43:01Z;40;2017;Bolognese;Favorite;Fleisch;Basis;972099;M;Studierende;27;7;7;Badge (Debit);Vista Mensa;4503.237962855799;NA
2333773;2017-10-05;2017-10-05T12:30:26Z;40;2017;Bauern-Braten;Favorite;Fleisch;Basis;1171523;M;Studierende;25;8;8;Badge (Debit);Grüental Mensa;4587.029286216372;NA
2322435;2017-10-03;2017-10-03T11:51:07Z;40;2017;Chickeria;Favorite;Fleisch;Basis;946243;M;Studierende;24;7;7;Badge (Debit);Grüental Mensa;4785.5684223208855;NA
2322577;2017-10-03;2017-10-03T11:55:38Z;40;2017;Chickeria;Favorite;Fleisch;Basis;1413315;F;Studierende;24;8;16;Badge (Debit);Vista Mensa;4785.5684223208855;NA
2327672;2017-10-04;2017-10-04T11:41:34Z;40;2017;Kalbsbratwurst Nudeln;World;Fleisch;Basis;690947;F;Studierende;25;7;7;Badge (Debit);Vista Mensa;4755.079731851136;NA
2328646;2017-10-04;2017-10-04T12:20:35Z;40;2017;Schweins Cordon Bleu Broccoli;Kitchen;Fleisch;Basis;970348;M;Studierende;29;12;12;Badge (Debit);Grüental Mensa;4885.087719672601;NA
2328457;2017-10-04;2017-10-04T12:11:13Z;40;2017;Schweins Cordon Bleu Broccoli;Kitchen;Fleisch;Basis;1585708;M;Mitarbeitende;38;13;13;Badge (Debit);Vista Mensa;4885.087719672601;NA
2317016;2017-10-02;2017-10-02T12:01:32Z;40;2017;Schweins-Geschnetzeltes;Favorite;Fleisch;Basis;970755;M;Studierende;28;7;9.2;Badge (Debit);Vista Mensa;4501.677699269621;NA
2332906;2017-10-05;2017-10-05T11:49:54Z;40;2017;Glarner Netzbraten;Local Favorite;Fleisch;Basis;1496899;M;Studierende;23;7;7;Badge (Debit);Vista Mensa;NA;NA
2327709;2017-10-04;2017-10-04T11:42:29Z;40;2017;Kalbsbratwurst Nudeln;World;Fleisch;Basis;1549507;M;Mitarbeitende;34;8;8;Badge (Debit);Vista Mensa;4755.079731851136;NA
2317302;2017-10-02;2017-10-02T12:14:06Z;40;2017;Schweins-Geschnetzeltes;Favorite;Fleisch;Basis;1586341;F;Mitarbeitende;30;8;8;Badge (Debit);Vista Mensa;4501.677699269621;NA
2387117;2017-10-20;2017-10-20T12:58:08Z;42;2017;Spaghetti Nordica;Kitchen;Fleisch;Basis;1583555;M;Studierende;27;13;68.4;Badge (Debit);Vista Mensa;5680.918773250798;NA
2385584;2017-10-20;2017-10-20T11:20:46Z;42;2017;Rinds-Geschnetzeltes Stroganoff;Favorite;Fleisch;Basis;1284035;M;Mitarbeitende;24;8;9.5;Badge (Debit);Vista Mensa;4823.354980612241;NA
2377981;2017-10-18;2017-10-18T12:45:23Z;42;2017;Massaman-Curry;Favorite;Fleisch;Basis;1171523;M;Studierende;25;8;8;Badge (Debit);Vista Mensa;5484.960581672953;NA
2385542;2017-10-20;2017-10-20T11:15:30Z;42;2017;Rinds-Geschnetzeltes Stroganoff;Favorite;Fleisch;Basis;786336;M;Mitarbeitende;32;8;8;Badge (Debit);Vista Mensa;4823.354980612241;NA
2376151;2017-10-18;2017-10-18T11:22:15Z;42;2017;Hackbraten;World;Fleisch;Basis;765699;M;Studierende;26;7;7;Badge (Debit);Vista Mensa;5756.073643854934;NA
2371791;2017-10-17;2017-10-17T11:45:47Z;42;2017;Kalbsbratwurst Pommes;Favorite;Fleisch;Basis;1570883;F;Studierende;24;7;7;Badge (Debit);Vista Mensa;4719.227621745021;NA
2368040;2017-10-16;2017-10-16T12:59:28Z;42;2017;Special Burger;Kitchen;Fleisch;Basis;1288387;M;Mitarbeitende;31;13;30.6;Badge (Debit);Vista Mensa;5496.46065285085;NA
2370971;2017-10-17;2017-10-17T11:18:09Z;42;2017;Kalbsbratwurst Pommes;Favorite;Fleisch;Basis;1636675;M;Studierende;35;7;7;Badge (Debit);Grüental Mensa;4719.227621745021;NA
2385920;2017-10-20;2017-10-20T11:41:09Z;42;2017;Rinds-Geschnetzeltes Stroganoff;Favorite;Fleisch;Basis;1302851;M;Studierende;25;7;7;Badge (Debit);Vista Mensa;4823.354980612241;NA
2372293;2017-10-17;2017-10-17T12:05:10Z;42;2017;Kalbsbratwurst Pommes;Favorite;Fleisch;Basis;1404548;M;Mitarbeitende;58;8;9;Badge (Debit);Grüental Mensa;4719.227621745021;NA
2366494;2017-10-16;2017-10-16T11:42:11Z;42;2017;Schweinsragout Gärtnerin Art;World;Fleisch;Basis;869187;M;Studierende;21;7;7;Badge (Debit);Vista Mensa;4291.651946163108;NA
2367177;2017-10-16;2017-10-16T12:06:44Z;42;2017;Schweinsragout Gärtnerin Art;World;Fleisch;Basis;1404548;M;Mitarbeitende;58;8;9;Badge (Debit);Grüental Mensa;4291.651946163108;NA
2371949;2017-10-17;2017-10-17T11:50:52Z;42;2017;Kalbsbratwurst Pommes;Favorite;Fleisch;Basis;937411;M;Studierende;25;7;7;Badge (Debit);Vista Mensa;4719.227621745021;NA
2385588;2017-10-20;2017-10-20T11:21:37Z;42;2017;Rinds-Geschnetzeltes Stroganoff;Favorite;Fleisch;Basis;1284035;M;Mitarbeitende;24;8;9.5;Badge (Debit);Vista Mensa;4823.354980612241;NA
2382838;2017-10-19;2017-10-19T12:47:08Z;42;2017;Geräuchertes Rippli;World;Fleisch;Basis;789507;M;Mitarbeitende;27;8;8;Badge (Debit);Grüental Mensa;3831.8148074214146;NA
2378861;2017-10-18;2017-10-18T14:51:04Z;42;2017;Massaman-Curry;Favorite;Fleisch;Basis;1299267;M;Studierende;26;7;8.7;Badge (Debit);Grüental Mensa;5484.960581672953;NA
2386772;2017-10-20;2017-10-20T12:28:09Z;42;2017;Rinds-Geschnetzeltes Stroganoff;Favorite;Fleisch;Basis;1589955;M;Mitarbeitende;39;7;7;Badge (Debit);Grüental Mensa;4823.354980612241;NA
2365933;2017-10-16;2017-10-16T11:23:43Z;42;2017;Special Burger;Kitchen;Fleisch;Basis;935619;M;Studierende;23;12;12;Badge (Debit);Vista Mensa;5496.46065285085;NA
2376214;2017-10-18;2017-10-18T11:25:36Z;42;2017;Hackbraten;World;Fleisch;Basis;1669699;M;Studierende;27;7;7;Badge (Debit);Grüental Mensa;5756.073643854934;NA
2376511;2017-10-18;2017-10-18T11:37:12Z;42;2017;Massaman-Curry;Favorite;Fleisch;Basis;1170926;M;Mitarbeitende;55;8;8;Badge (Debit);Grüental Mensa;5484.960581672953;NA
2387315;2017-10-20;2017-10-20T13:34:51Z;42;2017;Spaghetti Nordica;Kitchen;Fleisch;Basis;1605827;F;Mitarbeitende;32;12;12;Badge (Debit);Vista Mensa;5680.918773250798;NA
2377240;2017-10-18;2017-10-18T12:04:28Z;42;2017;Hackbraten;World;Fleisch;Basis;1404548;M;Mitarbeitende;58;8;9;Badge (Debit);Grüental Mensa;5756.073643854934;NA
2377153;2017-10-18;2017-10-18T11:59:27Z;42;2017;Kalbsbratwurst Spätzli;Local Favorite;Fleisch;Basis;1510531;F;Studierende;22;7;7;Badge (Debit);Grüental Mensa;NA;NA
2371608;2017-10-17;2017-10-17T11:41:08Z;42;2017;Kalbsbratwurst Pommes;Favorite;Fleisch;Basis;1372227;F;Studierende;25;7;7;Badge (Debit);Vista Mensa;4719.227621745021;NA
2367827;2017-10-16;2017-10-16T12:40:00Z;42;2017;Schweinsragout Gärtnerin Art;World;Fleisch;Basis;1609475;M;Studierende;29;7;8;Badge (Debit);Grüental Mensa;4291.651946163108;NA
2370984;2017-10-17;2017-10-17T11:19:33Z;42;2017;Dorschfilet;Kitchen;Fleisch;Basis;1670810;M;Mitarbeitende;58;12;12;Badge (Debit);Vista Mensa;3090.852030669372;NA
2376597;2017-10-18;2017-10-18T11:39:57Z;42;2017;Kalbsbratwurst Spätzli;Local Favorite;Fleisch;Basis;970974;M;Mitarbeitende;32;8;8;Badge (Debit);Grüental Mensa;NA;NA
2377588;2017-10-18;2017-10-18T12:18:21Z;42;2017;Massaman-Curry;Favorite;Fleisch;Basis;786313;M;Mitarbeitende;30;8;8;Badge (Debit);Vista Mensa;5484.960581672953;NA
2376465;2017-10-18;2017-10-18T11:35:47Z;42;2017;Massaman-Curry;Favorite;Fleisch;Basis;1670794;M;Mitarbeitende;43;8;14.5;Badge (Debit);Grüental Mensa;5484.960581672953;NA
2381476;2017-10-19;2017-10-19T11:44:33Z;42;2017;Geräuchertes Rippli;World;Fleisch;Basis;1263043;M;Studierende;22;7;7;Badge (Debit);Vista Mensa;3831.8148074214146;NA
2371873;2017-10-17;2017-10-17T11:48:01Z;42;2017;Schweinsaragout;Local World;Fleisch;Basis;1657795;M;Mitarbeitende;27;7;7;Badge (Debit);Vista Mensa;NA;NA
